"date","V1","V2","V3","V4","V5","V6","V7","V8"
"2000-05-22 06:00:02.388 UTC",3.7446,-0.3596,-1.1311,2.1446,-2.3426,24.223,-14.565,-10.849
"2000-05-22 06:00:02.391 UTC",0.2446,0.2404,-1.9311,2.9446,-2.5426,34.223,1.435,17.151
"2000-05-22 06:00:02.396 UTC",-0.9554,0.4404,-2.4311,3.9446,-1.8426,26.223,7.435,15.151
"2000-05-22 06:00:02.399 UTC",1.8446,-1.0596,-1.9311,1.8446,-3.0426,-1.7771,-10.565,9.1507
"2000-05-22 06:00:02.404 UTC",0.8446,0.0404,-0.9311,0.8446,-2.7426,22.223,7.435,13.151
"2000-05-22 06:00:02.407 UTC",-0.9554,-2.4596,-2.0311,-0.9554,-4.6426,6.2229,15.435,31.151
"2000-05-22 06:00:02.411 UTC",-0.3554,-0.0596,-0.2311,1.6446,-2.7426,12.223,-6.565,-22.849
"2000-05-22 06:00:02.416 UTC",-3.5554,-2.3596,-1.6311,0.8446,-3.2426,10.223,21.435,13.151
"2000-05-22 06:00:02.419 UTC",-1.6554,-2.4596,-1.8311,-0.6554,-3.9426,0.2229,7.435,1.1507
"2000-05-22 06:00:02.424 UTC",-2.0554,-3.1596,-1.3311,3.5446,-2.4426,14.223,33.435,19.151
"2000-05-22 06:00:02.427 UTC",-2.8554,-2.0596,-4.5311,5.1446,-3.6426,-5.7771,29.435,27.151
"2000-05-22 06:00:02.432 UTC",-0.8554,1.5404,-2.0311,5.9446,-3.3426,-1.7771,23.435,17.151
"2000-05-22 06:00:02.435 UTC",-1.8554,1.7404,-1.4311,6.1446,-3.9426,-7.7771,27.435,25.151
"2000-05-22 06:00:02.440 UTC",-2.4554,1.9404,-0.5311,6.8446,-4.3426,-19.777,37.435,31.151
"2000-05-22 06:00:02.444 UTC",-2.7554,0.3404,1.2689,7.0446,-4.8426,-19.777,37.435,47.151
"2000-05-22 06:00:02.447 UTC",-2.8554,2.8404,0.4689,4.4446,-5.2426,-29.777,29.435,33.151
"2000-05-22 06:00:02.452 UTC",-4.0554,2.7404,0.3689,4.4446,-4.6426,-15.777,49.435,37.151
"2000-05-22 06:00:02.455 UTC",-4.0554,1.3404,-2.2311,1.9446,-5.8426,-31.777,29.435,33.151
"2000-05-22 06:00:02.460 UTC",-3.9554,1.0404,-2.4311,1.4446,-5.7426,-21.777,39.435,15.151
"2000-05-22 06:00:02.463 UTC",-3.2554,1.8404,-3.2311,2.9446,-5.4426,-29.777,35.435,25.151
"2000-05-22 06:00:02.468 UTC",-1.0554,3.0404,-5.4311,4.5446,-4.3426,-35.777,33.435,27.151
"2000-05-22 06:00:02.472 UTC",-3.0554,3.9404,-4.8311,4.8446,-2.2426,-25.777,39.435,39.151
"2000-05-22 06:00:02.475 UTC",-3.5554,4.9404,-3.1311,4.9446,-2.0426,-25.777,49.435,33.151
"2000-05-22 06:00:02.480 UTC",-5.8554,3.5404,-2.8311,3.1446,-2.1426,-37.777,29.435,17.151
"2000-05-22 06:00:02.483 UTC",-5.0554,3.6404,-3.7311,4.1446,-1.4426,-35.777,45.435,25.151
"2000-05-22 06:00:02.488 UTC",-5.5554,2.6404,-2.9311,3.1446,-0.8426,-37.777,29.435,39.151
"2000-05-22 06:00:02.491 UTC",-4.6554,2.4404,-3.1311,3.8446,-3.1426,-47.777,27.435,39.151
"2000-05-22 06:00:02.496 UTC",-2.6554,2.6404,-4.1311,6.2446,-2.6426,-17.777,37.435,33.151
"2000-05-22 06:00:02.500 UTC",-2.5554,1.4404,-2.3311,5.0446,-2.2426,-13.777,33.435,37.151
"2000-05-22 06:00:02.503 UTC",-2.8554,1.7404,-2.4311,4.8446,-0.8426,-5.7771,25.435,25.151
"2000-05-22 06:00:02.508 UTC",-4.3554,0.6404,-3.5311,3.7446,0.4574,-9.7771,19.435,29.151
"2000-05-22 06:00:02.511 UTC",-2.6554,0.0404,-4.0311,2.2446,0.1574,-23.777,-2.565,13.151
"2000-05-22 06:00:02.516 UTC",-3.2554,0.0404,-1.2311,1.7446,1.6574,-5.7771,7.435,31.151
"2000-05-22 06:00:02.519 UTC",-0.7554,-1.6596,1.0689,1.4446,4.0574,10.223,5.435,11.151
"2000-05-22 06:00:02.524 UTC",-0.8554,-3.6596,2.5689,4.0446,7.1574,28.223,-2.565,15.151
"2000-05-22 06:00:02.527 UTC",-2.0554,-3.9596,3.3689,4.0446,8.7574,24.223,-20.565,-4.8493
"2000-05-22 06:00:02.531 UTC",-2.1554,-5.8596,2.2689,5.4446,8.1574,20.223,-30.565,-24.849
"2000-05-22 06:00:02.536 UTC",-0.0554,-6.1596,4.4689,6.0446,9.0574,28.223,-28.565,-34.849
"2000-05-22 06:00:02.539 UTC",2.2446,-7.6596,6.4689,5.6446,10.557,26.223,-52.565,-46.849
"2000-05-22 06:00:02.544 UTC",2.7446,-7.2596,5.3689,4.2446,11.457,34.223,-44.565,-38.849
"2000-05-22 06:00:02.547 UTC",3.7446,-6.6596,4.6689,4.2446,10.157,26.223,-58.565,-58.849
"2000-05-22 06:00:02.552 UTC",2.1446,-8.0596,3.9689,0.9446,9.2574,40.223,-52.565,-50.849
"2000-05-22 06:00:02.555 UTC",4.4446,-8.9596,4.9689,0.4446,8.8574,44.223,-62.565,-68.849
"2000-05-22 06:00:02.559 UTC",3.7446,-8.7596,4.7689,-0.8554,7.3574,18.223,-72.565,-72.849
"2000-05-22 06:00:02.564 UTC",6.4446,-7.2596,6.5689,-0.6554,8.5574,36.223,-70.565,-88.849
"2000-05-22 06:00:02.567 UTC",3.6446,-9.1596,5.4689,-0.7554,7.5574,38.223,-54.565,-80.849
"2000-05-22 06:00:02.572 UTC",4.4446,-6.4596,6.1689,-0.8554,7.1574,36.223,-50.565,-68.849
"2000-05-22 06:00:02.575 UTC",3.8446,-5.9596,6.3689,-0.4554,5.6574,18.223,-66.565,-78.849
"2000-05-22 06:00:02.580 UTC",2.9446,-7.5596,6.5689,0.6446,5.1574,24.223,-58.565,-66.849
"2000-05-22 06:00:02.583 UTC",4.0446,-5.5596,5.0689,1.6446,4.9574,22.223,-50.565,-52.849
"2000-05-22 06:00:02.588 UTC",4.0446,-4.0596,3.6689,2.5446,4.5574,28.223,-30.565,-30.849
"2000-05-22 06:00:02.592 UTC",5.7446,-3.6596,6.0689,3.7446,3.7574,20.223,-58.565,-74.849
"2000-05-22 06:00:02.595 UTC",1.7446,-4.9596,6.4689,4.0446,4.4574,44.223,-10.565,-24.849
"2000-05-22 06:00:02.600 UTC",0.9446,-5.1596,4.7689,3.3446,1.8574,12.223,-38.565,-48.849
"2000-05-22 06:00:02.603 UTC",0.5446,-5.6596,5.5689,5.4446,2.9574,28.223,-26.565,-42.849
"2000-05-22 06:00:02.608 UTC",0.3446,-5.7596,3.8689,6.2446,3.4574,8.2229,-24.565,-28.849
"2000-05-22 06:00:02.611 UTC",3.0446,-4.8596,3.8689,7.9446,6.4574,16.223,-28.565,-34.849
"2000-05-22 06:00:02.616 UTC",4.6446,-2.4596,-0.0311,7.8446,8.6574,-1.7771,-26.565,-32.849
"2000-05-22 06:00:02.620 UTC",13.445,6.4404,-4.6311,9.2446,11.457,-1.7771,-18.565,-30.849
"2000-05-22 06:00:02.623 UTC",15.245,9.9404,-10.731,7.3446,6.9574,-11.777,-24.565,-36.849
"2000-05-22 06:00:02.628 UTC",9.4446,6.5404,-12.831,6.1446,0.6574,2.2229,-16.565,-18.849
"2000-05-22 06:00:02.631 UTC",-4.7554,-4.4596,-4.8311,4.9446,-4.3426,6.2229,-6.565,5.1507
"2000-05-22 06:00:02.636 UTC",-17.655,-14.56,6.6689,1.9446,-4.1426,-21.777,-34.565,-26.849
"2000-05-22 06:00:02.639 UTC",-16.655,-15.36,10.469,-0.1554,0.7574,-3.7771,-26.565,-42.849
"2000-05-22 06:00:02.644 UTC",-11.355,-11.16,8.3689,1.5446,4.2574,-1.7771,-14.565,-34.849
"2000-05-22 06:00:02.648 UTC",-5.7554,-7.8596,6.1689,1.2446,5.5574,10.223,-0.565,-8.8493
"2000-05-22 06:00:02.651 UTC",-4.8554,-6.6596,6.0689,2.8446,4.8574,12.223,-2.565,-0.8493
"2000-05-22 06:00:02.656 UTC",-5.3554,-7.2596,4.1689,0.9446,3.5574,-9.7771,-28.565,-20.849
"2000-05-22 06:00:02.659 UTC",-6.1554,-4.6596,3.7689,0.9446,3.8574,-23.777,-32.565,-34.849
"2000-05-22 06:00:02.664 UTC",-6.2554,-4.7596,3.7689,1.2446,4.7574,-3.7771,-6.565,-4.8493
"2000-05-22 06:00:02.667 UTC",-4.4554,-5.2596,4.5689,2.4446,5.1574,-7.7771,-4.565,1.1507
"2000-05-22 06:00:02.672 UTC",-6.5554,-7.5596,4.9689,2.2446,4.6574,-21.777,-24.565,-8.8493
"2000-05-22 06:00:02.675 UTC",-7.9554,-6.7596,4.4689,1.2446,4.5574,-1.7771,-4.565,-8.8493
"2000-05-22 06:00:02.679 UTC",-5.2554,-5.5596,4.4689,1.2446,3.8574,-9.7771,-24.565,-18.849
"2000-05-22 06:00:02.684 UTC",-4.7554,-6.5596,4.9689,1.9446,4.5574,-1.7771,-20.565,-20.849
"2000-05-22 06:00:02.687 UTC",-3.3554,-7.5596,3.4689,3.7446,4.5574,8.2229,1.435,-6.8493
"2000-05-22 06:00:02.692 UTC",-2.4554,-4.9596,2.3689,2.0446,3.6574,-9.7771,-18.565,-20.849
"2000-05-22 06:00:02.695 UTC",-3.7554,-2.3596,3.1689,2.1446,3.2574,8.2229,7.435,-10.849
"2000-05-22 06:00:02.700 UTC",-4.2554,-4.3596,2.9689,1.2446,3.5574,-15.777,-12.565,-18.849
"2000-05-22 06:00:02.703 UTC",-4.2554,-3.3596,3.8689,3.8446,4.6574,-15.777,-16.565,-14.849
"2000-05-22 06:00:02.707 UTC",-3.7554,-3.1596,2.8689,6.5446,7.9574,10.223,5.435,1.1507
"2000-05-22 06:00:02.712 UTC",-3.5554,-4.5596,2.8689,6.2446,6.9574,-17.777,-22.565,-8.8493
"2000-05-22 06:00:02.715 UTC",-3.2554,-5.8596,4.0689,6.0446,7.5574,4.2229,3.435,3.1507
"2000-05-22 06:00:02.720 UTC",-4.2554,-4.3596,4.9689,4.3446,6.3574,2.2229,7.435,3.1507
"2000-05-22 06:00:02.723 UTC",-4.2554,-1.6596,5.7689,4.3446,6.6574,20.223,3.435,-8.8493
"2000-05-22 06:00:02.728 UTC",-5.2554,-3.0596,2.9689,4.1446,4.3574,20.223,-0.565,-4.8493
"2000-05-22 06:00:02.731 UTC",-5.9554,-4.3596,0.2689,7.0446,1.9574,8.2229,-2.565,-4.8493
"2000-05-22 06:00:02.735 UTC",-7.5554,-3.7596,-0.3311,6.7446,2.1574,24.223,29.435,27.151
"2000-05-22 06:00:02.740 UTC",-8.7554,-3.8596,-0.9311,4.1446,0.2574,12.223,13.435,29.151
"2000-05-22 06:00:02.743 UTC",-9.9554,-2.5596,-1.1311,4.5446,-1.7426,14.223,21.435,31.151
"2000-05-22 06:00:02.748 UTC",-8.4554,0.4404,-2.6311,2.6446,-2.2426,10.223,23.435,19.151
"2000-05-22 06:00:02.751 UTC",-7.1554,0.3404,-1.6311,3.5446,-2.7426,10.223,35.435,33.151
"2000-05-22 06:00:02.756 UTC",-6.7554,0.7404,-1.4311,1.4446,-3.9426,2.2229,37.435,25.151
"2000-05-22 06:00:02.759 UTC",-3.3554,2.8404,-0.8311,0.8446,-3.7426,18.223,45.435,43.151
"2000-05-22 06:00:02.764 UTC",-4.4554,2.3404,-2.7311,0.1446,-5.3426,6.2229,35.435,39.151
"2000-05-22 06:00:02.768 UTC",-2.9554,2.7404,-1.8311,1.4446,-3.3426,-21.777,9.435,13.151
"2000-05-22 06:00:02.771 UTC",-0.9554,0.6404,0.1689,1.0446,-0.9426,-37.777,-2.565,-4.8493
"2000-05-22 06:00:02.776 UTC",0.6446,1.0404,0.8689,0.1446,-1.2426,-43.777,3.435,15.151
"2000-05-22 06:00:02.779 UTC",1.7446,2.4404,0.4689,-3.4554,-2.0426,-41.777,-10.565,-6.8493
"2000-05-22 06:00:02.784 UTC",1.4446,1.7404,0.5689,-1.5554,-1.5426,-39.777,-20.565,-26.849
"2000-05-22 06:00:02.787 UTC",0.0446,1.0404,0.6689,-4.0554,-1.6426,-41.777,-12.565,-26.849
"2000-05-22 06:00:02.792 UTC",1.2446,1.4404,2.2689,-5.6554,-0.5426,-21.777,-0.565,-22.849
"2000-05-22 06:00:02.796 UTC",1.2446,2.0404,1.2689,-6.5554,-0.7426,-29.777,-12.565,-26.849
"2000-05-22 06:00:02.799 UTC",2.7446,2.6404,0.9689,-4.7554,-0.1426,-21.777,-26.565,-36.849
"2000-05-22 06:00:02.804 UTC",5.7446,2.8404,1.9689,-3.8554,0.2574,-29.777,-32.565,-40.849
"2000-05-22 06:00:02.807 UTC",5.7446,-0.5596,1.9689,-3.9554,1.4574,-25.777,-32.565,-34.849
"2000-05-22 06:00:02.812 UTC",4.1446,-3.1596,2.9689,-2.4554,2.1574,-5.7771,-22.565,-26.849
"2000-05-22 06:00:02.815 UTC",7.0446,-1.1596,3.6689,-4.0554,1.9574,-7.7771,-30.565,-42.849
"2000-05-22 06:00:02.820 UTC",5.4446,-1.0596,3.4689,-6.2554,1.8574,-1.7771,-28.565,-40.849
"2000-05-22 06:00:02.824 UTC",4.3446,-3.1596,1.6689,-7.7554,-0.2426,-21.777,-40.565,-52.849
"2000-05-22 06:00:02.827 UTC",4.3446,-0.8596,2.7689,-7.9554,0.0574,-7.7771,-30.565,-50.849
"2000-05-22 06:00:02.832 UTC",4.1446,-0.5596,2.5689,-8.8554,-0.7426,-13.777,-30.565,-34.849
"2000-05-22 06:00:02.835 UTC",6.3446,-0.6596,3.4689,-7.2554,-0.2426,-11.777,-28.565,-36.849
"2000-05-22 06:00:02.840 UTC",4.1446,-0.3596,3.0689,-6.9554,-1.2426,4.2229,-22.565,-20.849
"2000-05-22 06:00:02.843 UTC",6.7446,2.2404,2.6689,-5.6554,-2.1426,-9.7771,-34.565,-26.849
"2000-05-22 06:00:02.848 UTC",4.7446,0.4404,0.6689,-5.7554,-1.0426,0.2229,-20.565,-24.849
"2000-05-22 06:00:02.851 UTC",3.3446,0.1404,0.9689,-5.9554,-0.3426,0.2229,-20.565,-26.849
"2000-05-22 06:00:02.855 UTC",3.7446,-1.6596,1.3689,-6.8554,-0.7426,-17.777,-40.565,-40.849
"2000-05-22 06:00:02.860 UTC",1.9446,-1.9596,1.8689,-5.8554,-1.6426,-11.777,-28.565,-18.849
"2000-05-22 06:00:02.863 UTC",3.5446,-0.6596,2.2689,-3.3554,-1.7426,-7.7771,-20.565,-18.849
"2000-05-22 06:00:02.868 UTC",4.9446,1.8404,2.3689,-2.1554,0.2574,10.223,-2.565,-4.8493
"2000-05-22 06:00:02.871 UTC",4.8446,1.0404,0.5689,-2.2554,-0.9426,4.2229,5.435,15.151
"2000-05-22 06:00:02.876 UTC",2.7446,0.5404,1.9689,-3.5554,-2.1426,-19.777,-32.565,-28.849
"2000-05-22 06:00:02.879 UTC",0.8446,-1.4596,2.6689,-4.6554,-0.3426,0.2229,-36.565,-28.849
"2000-05-22 06:00:02.883 UTC",-0.6554,-5.3596,4.1689,-3.2554,3.9574,20.223,-34.565,-10.849
"2000-05-22 06:00:02.888 UTC",-1.8554,-9.0596,7.2689,-0.1554,8.4574,54.223,-42.565,5.1507
"2000-05-22 06:00:02.891 UTC",-2.9554,-10.66,6.4689,2.3446,9.5574,74.223,-34.565,13.151
"2000-05-22 06:00:02.896 UTC",-4.0554,-10.86,4.7689,2.9446,6.1574,66.223,21.435,49.151
"2000-05-22 06:00:02.899 UTC",-7.6554,-4.5596,-3.0311,2.4446,-4.2426,2.2229,119.43,153.15
"2000-05-22 06:00:02.904 UTC",-14.255,9.0404,-11.531,5.9446,-16.643,-91.777,261.44,315.15
"2000-05-22 06:00:02.907 UTC",-25.155,25.24,-26.431,5.0446,-36.043,-269.78,435.43,471.15
"2000-05-22 06:00:02.911 UTC",-30.255,53.04,-40.331,4.0446,-56.243,-465.78,567.43,599.15
"2000-05-22 06:00:02.916 UTC",-36.155,74.14,-54.631,2.6446,-73.043,-641.78,707.43,735.15
"2000-05-22 06:00:02.919 UTC",-39.555,93.24,-64.531,1.3446,-87.343,-743.78,771.43,735.15
"2000-05-22 06:00:02.924 UTC",-31.955,106.34,-63.531,-10.355,-86.643,-661.78,661.43,507.15
"2000-05-22 06:00:02.927 UTC",-6.8554,101.04,-47.131,-24.655,-68.243,-449.78,395.44,147.15
"2000-05-22 06:00:02.932 UTC",17.245,79.94,-26.231,-33.255,-41.643,-221.78,95.435,-148.85
"2000-05-22 06:00:02.935 UTC",32.745,51.64,-3.5311,-36.755,-14.543,-13.777,-134.56,-336.85
"2000-05-22 06:00:02.940 UTC",39.145,23.34,8.2689,-33.055,5.8574,136.22,-232.56,-374.85
"2000-05-22 06:00:02.944 UTC",36.045,1.5404,14.169,-21.855,16.857,158.22,-284.56,-332.85
"2000-05-22 06:00:02.947 UTC",23.645,-15.56,18.069,-10.755,24.757,184.22,-250.56,-234.85
"2000-05-22 06:00:02.952 UTC",12.845,-25.96,16.869,-6.6554,26.157,158.22,-232.56,-164.85
"2000-05-22 06:00:02.955 UTC",8.6446,-30.66,18.369,-3.6554,27.157,152.22,-210.56,-136.85
"2000-05-22 06:00:02.960 UTC",5.8446,-32.56,17.569,-0.5554,27.557,162.22,-188.56,-124.85
"2000-05-22 06:00:02.963 UTC",4.3446,-31.56,16.169,-3.1554,24.157,148.22,-190.56,-132.85
"2000-05-22 06:00:02.968 UTC",4.6446,-28.06,17.369,-3.4554,24.157,162.22,-192.56,-136.85
"2000-05-22 06:00:02.972 UTC",4.7446,-27.46,14.869,-3.0554,22.157,154.22,-172.56,-100.85
"2000-05-22 06:00:02.975 UTC",4.1446,-26.36,15.269,-1.8554,21.057,136.22,-170.56,-106.85
"2000-05-22 06:00:02.980 UTC",5.8446,-26.16,15.369,0.2446,20.057,136.22,-160.56,-102.85
"2000-05-22 06:00:02.983 UTC",2.9446,-25.86,14.869,1.4446,19.157,132.22,-126.56,-88.849
"2000-05-22 06:00:02.988 UTC",0.2446,-26.06,13.769,-0.6554,16.357,94.223,-150.56,-100.85
"2000-05-22 06:00:02.991 UTC",0.4446,-23.66,13.469,-1.7554,13.957,104.22,-126.56,-74.849
"2000-05-22 06:00:02.996 UTC",0.1446,-22.66,12.369,-1.9554,12.357,104.22,-112.56,-62.849
"2000-05-22 06:00:03.000 UTC",-0.1554,-19.96,11.769,-1.8554,10.857,92.223,-114.56,-50.849
"2000-05-22 06:00:03.003 UTC",2.6446,-15.96,10.269,-2.0554,10.357,86.223,-108.56,-66.849
"2000-05-22 06:00:03.008 UTC",1.5446,-16.16,8.2689,-1.8554,11.357,92.223,-78.565,-36.849
"2000-05-22 06:00:03.011 UTC",1.8446,-13.46,6.7689,-2.3554,8.6574,64.223,-94.565,-50.849
"2000-05-22 06:00:03.016 UTC",0.1446,-11.96,4.7689,-3.3554,6.9574,64.223,-74.565,-46.849
"2000-05-22 06:00:03.019 UTC",-1.2554,-12.36,4.7689,-3.5554,4.8574,56.223,-78.565,-42.849
"2000-05-22 06:00:03.024 UTC",-0.4554,-9.9596,4.7689,-3.7554,3.6574,66.223,-54.565,-30.849
"2000-05-22 06:00:03.027 UTC",-1.4554,-9.6596,4.8689,-4.0554,4.7574,76.223,-30.565,-8.8493
"2000-05-22 06:00:03.031 UTC",0.2446,-8.7596,4.3689,-4.3554,4.4574,54.223,-38.565,-12.849
"2000-05-22 06:00:03.036 UTC",-2.6554,-9.4596,1.8689,-4.5554,3.3574,24.223,-64.565,-22.849
"2000-05-22 06:00:03.039 UTC",-2.2554,-8.2596,2.2689,-5.3554,2.5574,14.223,-58.565,-24.849
"2000-05-22 06:00:03.044 UTC",-2.2554,-6.5596,4.5689,-4.4554,4.7574,38.223,-24.565,-6.8493
"2000-05-22 06:00:03.047 UTC",-0.4554,-4.6596,6.1689,-6.3554,4.0574,40.223,-26.565,1.1507
"2000-05-22 06:00:03.052 UTC",1.6446,-1.5596,5.7689,-4.9554,3.5574,42.223,-26.565,-4.8493
"2000-05-22 06:00:03.055 UTC",-0.7554,-3.9596,3.0689,-5.5554,0.9574,28.223,-32.565,-8.8493
"2000-05-22 06:00:03.059 UTC",-0.1554,-2.8596,1.1689,-3.7554,-0.8426,24.223,-26.565,-10.849
"2000-05-22 06:00:03.064 UTC",1.5446,-0.9596,-1.2311,-2.7554,1.2574,34.223,-16.565,-12.849
"2000-05-22 06:00:03.067 UTC",8.8446,6.7404,-4.0311,-2.0554,4.2574,48.223,7.435,23.151
"2000-05-22 06:00:03.072 UTC",17.745,15.44,-11.331,-4.0554,-1.9426,10.223,-16.565,23.151
"2000-05-22 06:00:03.075 UTC",14.045,15.54,-15.331,-4.5554,-8.0426,20.223,-12.565,15.151
"2000-05-22 06:00:03.080 UTC",4.3446,7.3404,-15.231,-8.6554,-14.743,-17.777,-28.565,-10.849
"2000-05-22 06:00:03.083 UTC",-12.755,-5.2596,-3.3311,-9.7554,-15.143,6.2229,-22.565,-8.8493
"2000-05-22 06:00:03.088 UTC",-16.655,-10.56,4.7689,-14.555,-12.343,4.2229,-0.565,13.151
"2000-05-22 06:00:03.092 UTC",-8.2554,-4.2596,4.2689,-11.755,-9.0426,-1.7771,-2.565,27.151
"2000-05-22 06:00:03.095 UTC",-4.6554,0.5404,1.0689,-9.4554,-7.5426,6.2229,9.435,43.151
"2000-05-22 06:00:03.100 UTC",-6.0554,1.2404,0.2689,-8.3554,-7.4426,-1.7771,7.435,39.151
"2000-05-22 06:00:03.103 UTC",-5.9554,0.9404,0.6689,-9.0554,-7.1426,-15.777,-2.565,21.151
"2000-05-22 06:00:03.108 UTC",-3.8554,3.3404,1.7689,-9.0554,-7.0426,-3.7771,9.435,29.151
"2000-05-22 06:00:03.111 UTC",-4.4554,5.5404,0.0689,-6.9554,-8.9426,-1.7771,19.435,37.151
"2000-05-22 06:00:03.116 UTC",-2.1554,5.8404,0.0689,-6.3554,-7.9426,-7.7771,19.435,35.151
"2000-05-22 06:00:03.120 UTC",-3.5554,3.6404,0.4689,-6.1554,-5.7426,-7.7771,23.435,39.151
"2000-05-22 06:00:03.123 UTC",-4.0554,2.6404,0.4689,-8.7554,-4.7426,-11.777,25.435,31.151
"2000-05-22 06:00:03.128 UTC",-6.5554,2.8404,-1.4311,-7.9554,-3.5426,-7.7771,27.435,27.151
"2000-05-22 06:00:03.131 UTC",-5.6554,4.2404,-2.3311,-7.9554,-4.5426,-1.7771,43.435,37.151
"2000-05-22 06:00:03.136 UTC",-3.6554,4.4404,-0.5311,-6.3554,-6.8426,-11.777,25.435,19.151
"2000-05-22 06:00:03.139 UTC",-4.3554,3.2404,-2.1311,-7.2554,-7.6426,-21.777,29.435,27.151
"2000-05-22 06:00:03.144 UTC",-5.7554,1.9404,-1.2311,-6.3554,-8.0426,-33.777,21.435,27.151
"2000-05-22 06:00:03.148 UTC",-4.6554,5.0404,-1.3311,-5.7554,-7.5426,-33.777,25.435,37.151
"2000-05-22 06:00:03.151 UTC",-5.9554,5.5404,-2.9311,-5.4554,-5.7426,-29.777,53.435,49.151
"2000-05-22 06:00:03.156 UTC",-4.1554,6.8404,-1.5311,-4.2554,-3.1426,-19.777,55.435,47.151
"2000-05-22 06:00:03.159 UTC",-6.2554,5.6404,-1.7311,-6.5554,-3.3426,-37.777,35.435,33.151
"2000-05-22 06:00:03.164 UTC",-5.1554,5.0404,-0.4311,-6.4554,-2.8426,-35.777,35.435,33.151
"2000-05-22 06:00:03.167 UTC",-6.7554,6.4404,-2.2311,-5.3554,-2.7426,-31.777,31.435,37.151
"2000-05-22 06:00:03.172 UTC",-6.0554,8.8404,-0.6311,-5.3554,-3.9426,-27.777,47.435,47.151
"2000-05-22 06:00:03.175 UTC",-5.6554,6.9404,0.7689,-3.8554,-3.1426,-5.7771,51.435,39.151
"2000-05-22 06:00:03.179 UTC",-3.4554,4.2404,2.1689,-4.4554,-3.5426,-37.777,19.435,25.151
"2000-05-22 06:00:03.184 UTC",-4.6554,3.4404,-0.3311,-5.2554,-3.6426,-31.777,37.435,33.151
"2000-05-22 06:00:03.187 UTC",-5.5554,2.1404,0.4689,-5.0554,-3.2426,-13.777,39.435,45.151
"2000-05-22 06:00:03.192 UTC",-4.4554,2.6404,3.4689,-4.4554,-3.8426,-9.7771,21.435,35.151
"2000-05-22 06:00:03.195 UTC",-3.7554,3.0404,2.2689,-7.5554,-3.8426,6.2229,21.435,23.151
"2000-05-22 06:00:03.200 UTC",-2.5554,0.4404,2.1689,-7.2554,-3.0426,-9.7771,-4.565,21.151
"2000-05-22 06:00:03.203 UTC",-1.0554,-0.8596,2.0689,-5.3554,-1.1426,-7.7771,-14.565,3.1507
"2000-05-22 06:00:03.207 UTC",-2.3554,-2.0596,3.7689,-3.1554,1.6574,26.223,7.435,21.151
"2000-05-22 06:00:03.212 UTC",-1.1554,-1.9596,4.5689,-3.6554,1.9574,26.223,-2.565,11.151
"2000-05-22 06:00:03.215 UTC",-1.3554,-4.4596,7.1689,-6.0554,5.7574,44.223,-6.565,-10.849
"2000-05-22 06:00:03.220 UTC",-0.5554,-6.6596,5.0689,-7.7554,4.3574,6.2229,-48.565,-26.849
"2000-05-22 06:00:03.223 UTC",0.8446,-5.9596,6.5689,-7.5554,5.9574,24.223,-52.565,-42.849
"2000-05-22 06:00:03.228 UTC",0.7446,-5.7596,6.7689,-8.2554,5.7574,28.223,-50.565,-40.849
"2000-05-22 06:00:03.231 UTC",2.4446,-3.9596,7.4689,-7.1554,5.9574,32.223,-58.565,-56.849
"2000-05-22 06:00:03.235 UTC",2.8446,-4.3596,8.4689,-5.4554,6.2574,36.223,-56.565,-52.849
"2000-05-22 06:00:03.240 UTC",3.5446,-4.6596,8.4689,-6.4554,5.6574,44.223,-52.565,-62.849
"2000-05-22 06:00:03.243 UTC",4.7446,-3.4596,6.5689,-7.9554,4.3574,36.223,-62.565,-68.849
"2000-05-22 06:00:03.248 UTC",5.0446,-5.5596,7.9689,-8.2554,4.5574,32.223,-66.565,-64.849
"2000-05-22 06:00:03.251 UTC",4.5446,-6.3596,7.2689,-5.7554,5.4574,28.223,-56.565,-54.849
"2000-05-22 06:00:03.256 UTC",2.8446,-4.0596,6.7689,-5.7554,5.9574,28.223,-48.565,-42.849
"2000-05-22 06:00:03.259 UTC",2.2446,-3.0596,6.8689,-5.8554,6.7574,28.223,-44.565,-44.849
"2000-05-22 06:00:03.264 UTC",3.4446,-2.0596,7.2689,-4.4554,7.0574,6.2229,-58.565,-58.849
"2000-05-22 06:00:03.268 UTC",3.2446,-2.1596,7.1689,-1.9554,8.6574,20.223,-60.565,-64.849
"2000-05-22 06:00:03.271 UTC",2.1446,-5.3596,6.7689,-5.1554,8.7574,20.223,-48.565,-56.849
"2000-05-22 06:00:03.276 UTC",2.4446,-6.9596,6.7689,-6.3554,7.2574,16.223,-50.565,-46.849
"2000-05-22 06:00:03.279 UTC",0.1446,-5.7596,7.5689,-7.1554,4.8574,-1.7771,-54.565,-52.849
"2000-05-22 06:00:03.284 UTC",0.2446,-4.3596,8.0689,-6.2554,4.7574,20.223,-24.565,-20.849
"2000-05-22 06:00:03.287 UTC",0.2446,-3.9596,6.9689,-5.6554,2.9574,12.223,-38.565,-34.849
"2000-05-22 06:00:03.292 UTC",-0.2554,-2.8596,5.7689,-5.9554,3.9574,24.223,-32.565,-38.849
"2000-05-22 06:00:03.296 UTC",-1.1554,-4.3596,4.6689,-7.4554,3.7574,20.223,-26.565,-24.849
"2000-05-22 06:00:03.299 UTC",-1.3554,-2.2596,4.4689,-4.8554,3.4574,14.223,-8.565,-10.849
